run_id,run_name,state,lr_rew,gradient_steps_rew,batch_size_rew,fragment_length,fragmenter_type,labels_type,net_arch,total_queries,successes,timeouts,collisions,ep_length,ep_avg_speed,ep_env_return,ep_fast_return,spearman_seg1,spearman_seg5,spearman_seg20,spearman_segNone,acc_val,acc_train,acc_gap,loss_val,mean_true_reward,mean_model_reward,time_train_rew_model
u62qsqnv,ppo_chri soft seg25 tot_queries=10000 fragmenter_type=active seed=0,finished,0.0003,100,100,25.0,active,soft,"[32, 32]",10000,0.6666666666666667,0.0,0.20833333333333337,158.75,17.88340761396814,-0.17834337055683136,20.31000350283248,0.8519376210080176,0.6833080346749626,0.7275547651799751,0.7464369432723863,0.8823529481887817,0.8660804033279419,-0.016272544860839844,0.6908871531486511,27.85982222426747,0.11883240193128586,10.0723830871284
mbikbycu,ppo_chri binary_bernulli seg25 tot_queries=100000 fragmenter_type=active seed=0,finished,0.0003,100,100,25.0,active,binary_bernulli,"[32, 32]",100000,0.0,0.5833333333333334,0.4166666666666667,374.66666666666663,3.561346762215494,-0.6814421912034353,-92.68730227992566,0.6913478698815863,0.5327750001862288,0.1893611851407446,0.5434364744491328,0.5008776783943176,0.5046517848968506,0.003774106502532959,0.6930964589118958,-106.45312337118948,1.1379534006118774,10.141749969916418
kkod0sc1,ppo_chri binary_bernulli seg25 tot_queries=50000 fragmenter_type=active seed=0,finished,0.0003,100,100,25.0,active,binary_bernulli,"[32, 32]",50000,0.0,0.7999999999999999,0.2,480.4,2.956043971641834,0.294055539369583,-103.01646601973172,0.6316103352116336,-0.12455338447683464,-0.495731932617,-0.4976793248945148,0.5012999773025513,0.5088750123977661,0.007575035095214844,0.6931613087654114,-99.35753291776984,-0.026692118495702744,11.39216363313608
h6hs1o5v,ppo_chri binary_bernulli seg25 tot_queries=10000 fragmenter_type=active seed=0,finished,0.0003,100,100,25.0,active,binary_bernulli,"[32, 32]",10000,0.125,0.0,0.875,106.27500000000003,20.613760217942808,-0.2675508320331573,-34.813928731657896,0.6953803237612455,0.7326729729777388,0.7505858283239154,0.9103844350679794,0.5196078419685364,0.5337939858436584,0.01418614387512207,0.6915991902351379,-31.006313273534865,0.05033882334828377,10.635440649930388
9hdetsuy,ppo_chri soft seg25 tot_queries=10000 fragmenter_type=random seed=0,finished,0.0003,100,100,25.0,random,soft,"[128, 128]",10000,0.8095238095238096,0.0,0.1904761904761905,193.7142857142857,17.704216492852005,0.020972053209940583,31.96467331150322,0.8529048650129359,0.7604062193381064,0.8160065293127732,0.8892639474917957,0.8764705657958984,0.8732411861419678,-0.003229379653930664,0.6872546672821045,31.9408294186392,-0.06432493031024933,11.66532618086785
0i4v8ldl,ppo_chri binary_bernulli seg25 tot_queries=100000 fragmenter_type=random seed=0,finished,0.0003,100,100,25.0,random,binary_bernulli,"[128, 128]",100000,0.0,0.3333333333333333,0.16666666666666666,324.8333333333333,5.627430644724176,0.33331940571467084,-91.47479295395668,0.759191181775854,0.6295410891001747,0.5104698927737267,0.1585560243788092,0.5008000135421753,0.51214998960495,0.011349976062774658,0.6896088123321533,-95.41780158824314,-0.25013768672943115,12.456707495031878
lj6c1pq1,ppo_chri binary_bernulli seg25 tot_queries=50000 fragmenter_type=random seed=0,finished,0.0003,100,100,25.0,random,binary_bernulli,"[128, 128]",50000,0.0,0.6666666666666666,0.33333333333333337,405.5833333333333,3.448178336194701,-2.9468312362829843,-94.9147828423094,0.6849449870321271,0.5111433082438199,0.13935053369686812,-0.4670886075949367,0.5049999952316284,0.5145000219345093,0.00950002670288086,0.6883216500282288,-100.01803143405576,-0.353353351354599,10.814947074046358
o1eqslb0,ppo_chri binary_bernulli seg25 tot_queries=10000 fragmenter_type=random seed=0,finished,0.0003,100,100,25.0,random,binary_bernulli,"[128, 128]",10000,0.0,0.7777777777777778,0.2222222222222222,476.6666666666667,0.7200977398214767,1.7774503495958118,-101.94682143238272,0.6863073025320121,0.1435847092312748,-0.2161547486992889,-0.37887951242381623,0.5191176533699036,0.5248743891716003,0.005756735801696777,0.6842150092124939,-100.869762295066,4.109216690063477,11.870523343095556
s5hpgeno,ppo_chri soft seg25 tot_queries=10000 fragmenter_type=random seed=0,finished,0.0003,100,100,25.0,random,soft,"[32, 32]",10000,0.7619047619047621,0.0,0.23809523809523808,178.09523809523813,20.219130289242187,0.22178102674938388,27.72188400610858,0.8575367377125446,0.7477466950142313,0.7094803612744129,0.5414205344585091,0.8789215683937073,0.8793969750404358,0.0004754066467285156,0.6871362924575806,17.103772945866915,-0.05214410647749901,10.069315096829088
z1x6nfr1,ppo_chri binary_bernulli seg25 tot_queries=100000 fragmenter_type=random seed=0,finished,0.0003,100,100,25.0,random,binary_bernulli,"[32, 32]",100000,0.7333333333333335,0.0,0.2,266.8666666666667,12.371184631419183,-0.4874385277430216,1.1916546205870364,0.8304539055748328,0.4791822131528984,-0.2466568054894526,-0.3455461790904829,0.5137500166893005,0.5190500020980835,0.005299985408782959,0.6855635046958923,-1.724754870493321,-1.0261261463165283,10.04981206310913
4ewljbzr,ppo_chri binary_bernulli seg25 tot_queries=50000 fragmenter_type=random seed=0,finished,0.0003,100,100,25.0,random,binary_bernulli,"[32, 32]",50000,0.3636363636363637,0.0,0.5909090909090909,173.0454545454546,13.349491192439784,-0.42020297050476085,-19.332495507540113,0.7101750700899954,0.3194367923677585,-0.45022788055329527,-0.4387716830754806,0.5192000269889832,0.5191249847412109,-7.50422477722168e-05,0.6859555244445801,-10.505043943680349,0.6991076469421387,10.384462763089688
tynrnz3v,ppo_chri binary_bernulli seg25 tot_queries=10000 fragmenter_type=random seed=0,finished,0.0003,100,100,25.0,random,binary_bernulli,"[32, 32]",10000,0.1428571428571429,0.0,0.8571428571428575,97.9761904761905,18.82471097006058,0.46497892198108465,-26.280005327434647,0.2833480008210592,0.4666367927010128,0.502374816124124,0.5185888420065635,0.5009803771972656,0.5389447212219238,0.0379643440246582,0.6800860166549683,-25.00536691453597,-0.5856497287750244,10.030733707826585
kzpgju6f,ppo_chri soft segNone tot_queries=10000 fragmenter_type=active seed=0,finished,0.0003,100,100,,active,soft,"[128, 128]",10000,1.0,0.0,0.0,219.2631578947369,18.08862988455622,0.0672490722254703,47.555199860094625,0.8577683313475248,0.7538122166305091,0.7188116023345554,0.7240037505860292,0.9098567962646484,0.917961061000824,0.008104264736175537,0.6840945482254028,38.10598859507226,-0.015859654173254967,28.82808469585143
w6ikh9sf,ppo_chri binary_bernulli segNone tot_queries=100000 fragmenter_type=active seed=0,finished,0.0003,100,100,,active,binary_bernulli,"[128, 128]",100000,0.36666666666666664,0.0,0.6333333333333334,131.1,15.919288025551024,1.9879088203112287,-9.384456628766351,0.5586310938827999,0.6030509743977966,0.6869893699603201,0.7309188935771215,0.5334057807922363,0.5583310127258301,0.02492523193359375,0.6761336922645569,-8.336238640113988,-0.31891560554504395,22.118198382202536
